state_2018,birth_year,sex,race,party_id,ideo5_2019,newsint_2019,pew_religimp_2019,faminc_new_2019,educ_2019,ft_black_2017,ft_hisp_2017,ft_asian_2017,diff_inc_2019
Utah,1969,Male,White,Independent,3,1,2,14,6,79,78,74,4
NA,1957,Female,White,Republican,5,1,1,9,5,47,51,79,5
NA,1985,Female,Black,Independent,3,1,2,12,6,61,38,51,1
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,86,80,NA
Georgia,1967,Male,White,Independent,3,1,1,9,6,100,99,100,3
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
New York,1971,Male,White,Other,3,1,3,10,3,66,67,69,5
Oregon,1949,Male,White,Republican,5,2,2,11,4,46,88,80,5
New York,1957,Female,Black,Democrat,4,3,3,3,5,89,80,62,3
NA,1943,Male,Hispanic,Democrat,3,1,1,7,2,91,98,70,4
New York,1957,Female,White,Democrat,4,1,1,7,3,100,55,85,5
Louisiana,1957,Male,White,Republican,4,2,1,7,2,77,77,78,2
New York,1958,Male,White,Independent,NA,2,2,2,4,52,44,75,2
Illinois,1931,Female,White,Republican,5,2,2,4,2,93,84,81,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,80,100,NA
Georgia,1969,Male,White,Republican,5,1,1,15,6,23,7,91,5
Oklahoma,1966,Male,White,Republican,5,1,1,6,1,90,90,90,5
NA,1961,Male,White,Independent,3,1,2,8,2,50,50,52,5
NA,1966,Male,Other,Independent,4,1,1,10,5,64,81,66,5
Florida,1971,Female,White,Republican,5,2,1,2,3,39,63,77,5
Montana,1954,Male,White,Independent,3,1,2,10,5,51,80,56,5
NA,1952,Male,White,Independent,3,1,1,12,6,95,91,94,3
Not Asked,1957,Male,White,Independent,4,1,2,9,5,41,90,NA,5
New York,1983,Male,White,Democrat,1,1,4,6,5,99,79,81,2
NA,1962,Male,White,Republican,4,1,1,NA,3,100,78,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,100,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,98,78,NA
Washington,1952,Male,Other,Republican,4,2,1,7,5,76,81,75,5
Pennsylvania,1948,Female,White,Republican,NA,3,1,3,2,51,50,50,3
Kansas,1964,Female,White,Independent,3,2,4,8,3,25,26,76,5
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,81,80,NA
Florida,1968,Male,White,Republican,4,1,4,13,5,50,50,51,5
Minnesota,1945,Female,White,Republican,4,2,1,4,2,82,91,96,5
Maryland,1945,Male,Black,Democrat,3,1,1,NA,2,79,81,50,4
NA,1983,Male,White,Republican,3,1,1,5,3,94,94,96,5
NA,1960,Male,White,Republican,4,1,1,8,6,90,100,100,5
NA,1959,Female,White,Not sure,3,3,1,5,2,49,50,50,3
Illinois,1942,Male,White,Republican,4,1,4,8,3,52,51,51,5
Iowa,1957,Female,White,Democrat,2,2,2,9,4,50,51,50,4
West Virginia,1984,Male,White,Republican,4,1,1,NA,2,70,100,100,5
NA,1986,Female,White,Republican,5,1,1,14,5,46,47,98,5
Michigan,1956,Male,White,Independent,3,2,3,NA,5,52,52,50,5
Illinois,1952,Female,White,Independent,3,1,1,3,5,65,52,78,3
Iowa,1949,Male,White,Democrat,3,1,4,5,3,81,81,80,1
New York,1959,Female,White,Republican,4,2,1,5,4,72,20,59,2
New Jersey,1957,Male,White,Republican,4,2,2,5,2,96,100,60,5
Illinois,1952,Female,White,Republican,4,1,2,6,4,90,90,100,5
NA,1990,Male,White,Republican,5,1,1,6,2,78,78,75,5
Washington,1945,Male,White,Independent,4,1,2,12,4,50,80,77,5
Ohio,1957,Male,Mixed,Independent,3,1,1,9,6,31,51,61,4
New Jersey,1937,Female,White,Democrat,1,1,4,NA,5,87,NA,100,1
NA,1949,Female,White,Democrat,2,1,3,11,3,85,71,84,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,98,83,NA
Montana,1945,Female,White,Not sure,4,2,2,4,1,81,82,80,2
Washington,1981,Female,White,Republican,3,1,2,12,5,20,22,69,5
NA,1954,Male,White,Republican,4,1,2,NA,3,74,67,83,5
Missouri,1948,Male,White,Republican,4,1,1,8,5,96,94,94,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Nebraska,1960,Female,Black,Democrat,4,4,2,8,3,94,51,51,3
Illinois,1953,Female,White,Republican,3,2,2,10,5,76,91,100,5
New Jersey,1957,Female,White,Democrat,2,2,1,12,6,70,59,NA,2
Pennsylvania,1967,Female,White,Republican,3,3,2,5,2,92,88,72,2
Massachusetts,1960,Female,White,Independent,2,1,2,12,5,91,91,93,2
Ohio,1965,Female,White,Independent,4,2,3,2,2,52,50,61,3
Not Asked,1989,Male,White,Republican,5,1,1,5,4,51,51,51,5
Kentucky,1976,Male,White,Republican,5,1,1,9,6,100,100,100,5
Pennsylvania,1955,Male,White,Democrat,2,1,4,NA,4,60,76,90,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Utah,1979,Male,White,Democrat,2,1,3,9,6,95,97,90,2
New York,1932,Female,Other,Independent,3,2,2,NA,6,63,76,97,5
Massachusetts,1947,Female,White,Independent,3,1,1,NA,6,51,51,50,5
NA,1969,Female,White,Democrat,1,1,4,11,6,75,75,75,5
Kentucky,1964,Male,White,Republican,4,1,1,12,6,64,66,64,5
Texas,1958,Male,White,Independent,3,1,4,9,1,91,80,80,4
Wisconsin,1936,Female,White,Democrat,3,1,3,4,2,40,63,66,3
Michigan,1955,Female,White,Independent,3,1,4,11,2,100,80,100,5
Florida,1975,Female,White,Independent,3,NA,1,11,6,100,51,88,5
New York,1954,Female,White,Democrat,2,1,4,7,6,95,95,97,1
Illinois,1973,Male,White,Independent,4,1,3,10,3,51,3,68,4
NA,1963,Female,White,Independent,3,2,1,NA,5,50,50,50,4
Florida,1960,Female,White,Republican,4,1,1,12,6,50,51,52,5
Pennsylvania,1943,Female,White,Republican,4,1,1,9,2,58,55,95,5
Florida,1952,Male,White,Republican,4,1,2,8,3,77,88,81,5
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,90,81,NA
NA,1945,Male,White,Republican,4,1,1,14,6,80,89,88,5
Georgia,1963,Male,White,Not sure,2,1,1,1,2,52,55,55,2
Iowa,1938,Male,White,Republican,4,1,2,4,2,50,50,50,3
Ohio,1965,Female,White,Independent,3,2,2,7,2,60,49,51,5
Texas,1969,Male,Mixed,Republican,4,1,1,NA,3,95,95,95,5
California,1943,Female,White,Republican,4,1,3,2,2,52,72,77,5
New Jersey,1967,Female,White,Independent,3,1,4,16,6,97,98,98,5
Rhode Island,1952,Female,White,Independent,4,4,2,4,2,34,25,44,1
Colorado,1960,Female,Hispanic,Independent,5,1,1,5,4,84,73,58,2
California,1963,Female,White,Independent,3,2,2,5,2,49,50,50,3
Connecticut,1959,Female,White,Democrat,1,1,4,11,5,54,60,50,2
California,1951,Male,White,Republican,3,1,4,9,2,50,50,50,5
Massachusetts,1965,Female,White,Democrat,3,2,1,4,5,87,98,72,3
New Jersey,1959,Male,White,Independent,4,1,3,10,4,65,56,79,5
Pennsylvania,1950,Male,Black,Democrat,3,2,4,10,5,78,73,70,4
NA,1965,Male,White,Independent,4,1,3,5,3,50,51,51,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,95,91,NA
Illinois,1961,Male,White,Independent,3,1,1,13,6,50,50,70,2
Missouri,1984,Female,White,Independent,1,1,3,2,2,72,69,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,51,54,NA
Ohio,1953,Female,White,Independent,3,3,2,9,2,81,52,57,3
Kansas,1950,Female,White,Democrat,3,1,2,8,4,81,84,78,2
NA,1959,Male,White,Independent,4,2,4,3,2,61,64,56,3
New York,1945,Female,White,Independent,3,1,1,3,3,83,77,61,3
NA,1988,Male,Hispanic,Other,4,1,4,9,2,50,50,50,5
Florida,1965,Female,White,Democrat,2,2,2,9,5,71,72,90,3
NA,1997,Male,White,Independent,4,2,1,8,3,51,50,50,4
Georgia,1965,Male,White,Democrat,1,1,2,8,5,68,50,82,2
Minnesota,1958,Male,White,Democrat,3,1,1,NA,6,90,100,89,2
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,81,90,NA
Texas,1943,Female,White,Independent,3,2,1,6,3,68,73,58,3
Indiana,1956,Female,White,Independent,4,3,2,5,2,76,82,75,2
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,56,31,NA
NA,1989,Male,White,Democrat,2,1,3,9,5,73,70,42,1
Indiana,1957,Female,White,Republican,5,1,1,10,6,50,50,52,5
New York,1954,Male,White,Independent,3,1,3,4,3,76,78,78,5
Massachusetts,1948,Female,White,Democrat,3,1,2,NA,5,99,97,89,3
Pennsylvania,1942,Male,Black,Democrat,2,1,1,8,2,90,80,61,3
Not Asked,1947,Female,Hispanic,Democrat,2,1,1,NA,2,100,98,95,5
Iowa,1983,Male,White,Republican,4,1,2,5,6,79,79,80,5
Missouri,1964,Male,White,Independent,3,1,1,8,4,50,51,78,5
Michigan,1969,Female,White,Independent,3,2,2,7,2,81,75,93,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,82,87,NA
New York,1949,Male,White,Democrat,3,1,2,NA,4,81,70,91,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,50,51,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,74,66,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Ohio,1956,Female,Hispanic,Independent,NA,4,1,NA,1,59,52,51,3
Texas,1949,Male,White,Independent,3,1,3,5,5,74,74,76,5
Nebraska,1968,Female,White,Republican,4,2,1,7,3,70,72,68,4
Georgia,1959,Male,White,Republican,5,2,3,2,1,41,28,65,5
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,50,NA
Indiana,1936,Male,White,Republican,4,1,1,6,3,31,59,80,4
Texas,1952,Female,Black,Democrat,2,2,1,NA,2,93,90,91,3
Massachusetts,1944,Female,Black,Republican,3,2,1,3,3,100,100,97,NA
Pennsylvania,1947,Male,White,Democrat,4,1,3,4,4,80,70,80,5
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,91,74,NA
Michigan,1947,Female,White,Democrat,3,1,1,5,2,73,61,33,3
Pennsylvania,1948,Male,White,Republican,4,2,3,10,4,70,90,94,5
Texas,1955,Female,Hispanic,Democrat,1,1,1,NA,2,98,100,59,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,95,89,NA
Illinois,1955,Female,White,Democrat,3,2,3,6,2,23,55,56,3
Iowa,1956,Female,White,Independent,3,3,1,4,3,22,50,21,4
West Virginia,1977,Female,White,Democrat,2,1,4,9,4,72,80,72,2
Florida,1972,Female,White,Democrat,1,1,2,16,6,84,85,86,1
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,95,94,NA
New Jersey,1954,Male,White,Republican,4,1,1,11,5,76,56,53,5
Pennsylvania,1930,Male,White,Democrat,3,1,1,7,3,83,40,60,4
Maryland,1966,Female,Black,Democrat,4,1,1,7,3,77,59,78,3
Wisconsin,1950,Male,White,Republican,4,2,2,4,5,35,80,50,4
Oklahoma,1963,Male,White,Independent,4,1,1,3,4,100,90,100,5
Texas,1937,Male,White,Republican,4,1,1,7,2,56,45,30,5
Connecticut,1949,Male,White,Republican,4,1,1,7,5,100,100,100,5
Minnesota,1967,Female,White,Independent,4,1,1,10,5,100,100,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,14,NA
Illinois,1957,Female,White,Independent,3,3,2,2,2,94,81,61,3
New York,1943,Female,White,Independent,1,1,4,3,2,50,50,50,2
NA,1974,Male,White,Independent,4,1,1,2,5,100,100,100,5
California,1955,Female,White,Democrat,3,1,1,10,5,70,70,80,3
Not Asked,1958,Male,Hispanic,Democrat,3,2,1,3,4,56,84,31,2
NA,1963,Male,White,Republican,5,2,1,NA,4,100,100,100,5
NA,1953,Female,White,Republican,4,1,2,6,5,90,95,50,5
Not Asked,1970,Male,White,Independent,3,1,1,10,2,68,75,65,5
New York,1953,Female,White,Independent,4,1,2,8,5,88,88,89,5
Virginia,1964,Female,White,Independent,2,2,4,6,5,50,50,50,2
Pennsylvania,1959,Female,White,Independent,3,1,1,4,2,22,NA,99,1
North Carolina,1974,Male,Black,Democrat,1,1,4,3,6,100,99,99,1
Not Asked,1983,Female,Asian,Democrat,2,4,4,9,5,100,98,100,1
NA,1955,Female,White,Republican,4,1,2,7,2,86,77,89,5
Missouri,1960,Female,White,Not sure,3,2,1,2,5,26,40,50,1
NA,1959,Male,White,Democrat,3,1,3,10,3,90,77,74,3
Maryland,1951,Female,Black,Democrat,2,2,1,8,2,100,59,52,2
North Carolina,1942,Male,White,Democrat,3,1,2,9,5,100,100,100,4
Ohio,1948,Female,White,Democrat,3,1,1,3,2,72,72,69,2
North Carolina,1975,Female,White,Independent,3,2,1,4,2,50,50,50,2
New York,1951,Female,White,Democrat,3,1,1,7,6,63,50,51,3
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,94,47,NA
New Jersey,1944,Female,White,Democrat,3,1,1,3,2,1,5,6,3
New York,1956,Male,White,Independent,3,1,1,10,2,61,61,33,4
California,1944,Male,White,Republican,3,1,1,6,1,50,50,61,3
New York,1959,Female,Hispanic,Democrat,2,1,1,7,5,53,94,92,1
Indiana,1936,Male,White,Republican,5,2,2,NA,4,41,33,62,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,41,51,NA
Illinois,1955,Female,Black,Independent,3,3,4,1,3,100,80,59,5
Iowa,1973,Female,White,Democrat,1,1,4,10,3,96,100,100,1
NA,1964,Male,White,Republican,4,2,1,10,4,50,50,50,5
Utah,1978,Male,White,Independent,3,2,2,9,6,91,91,91,3
Ohio,1971,Male,Mixed,Other,3,1,3,14,6,100,99,100,2
Florida,1973,Female,White,Independent,NA,3,1,3,2,80,75,80,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,53,81,NA
Minnesota,1961,Female,White,Republican,4,1,1,8,4,99,100,100,5
Indiana,1943,Male,White,Independent,3,1,1,11,6,88,71,88,3
South Dakota,1957,Female,White,Democrat,3,1,4,NA,3,90,79,60,1
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,73,81,NA
Colorado,1937,Male,White,Republican,3,1,3,11,6,83,79,77,2
Idaho,1959,Female,White,Republican,4,3,4,9,3,99,100,100,5
Washington,1965,Female,White,Independent,4,2,1,2,3,54,78,56,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,94,87,NA
Pennsylvania,1946,Female,White,Democrat,3,2,1,2,2,86,68,93,2
New York,1982,Male,White,Republican,3,2,1,10,5,68,71,76,2
Pennsylvania,1956,Female,White,Independent,1,1,4,8,6,60,60,60,1
NA,1948,Female,White,Republican,5,2,1,7,6,100,81,98,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,51,54,NA
Pennsylvania,1944,Female,White,Republican,4,2,1,4,4,93,24,38,3
Vermont,1938,Female,White,Republican,4,2,3,8,3,78,90,80,3
NA,1971,Male,White,Democrat,2,1,4,11,5,50,NA,93,3
Not Asked,1983,Female,White,Republican,5,3,1,10,4,100,100,100,5
Maryland,1965,Female,Hispanic,Democrat,1,2,2,7,5,100,100,100,3
New Jersey,1950,Male,Black,Democrat,2,2,2,1,4,80,80,90,2
Michigan,1940,Female,White,Republican,5,1,1,NA,2,31,81,81,5
NA,1981,Female,White,Republican,4,NA,3,10,5,50,50,50,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,79,75,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,64,64,NA
Wisconsin,1949,Female,White,Republican,3,2,1,6,5,80,87,84,3
Washington,1978,Female,Black,Democrat,3,1,1,NA,5,100,100,96,3
Washington,1965,Female,White,Independent,1,1,4,5,5,100,100,100,1
Illinois,1964,Male,White,Independent,4,1,3,NA,2,51,84,70,5
Not Asked,1960,Male,Black,Democrat,2,2,1,2,2,89,85,85,1
Maryland,1940,Female,White,Democrat,1,1,4,5,2,92,98,74,1
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,38,13,NA
Texas,1950,Female,White,Republican,5,1,1,7,2,60,74,73,1
Michigan,1991,Female,White,Independent,3,3,4,4,6,29,NA,61,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,80,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,100,100,NA
New York,1941,Female,White,Democrat,NA,2,2,5,6,74,79,78,2
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,70,80,NA
Florida,1959,Male,White,Republican,3,1,1,9,2,100,100,100,5
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,51,95,NA
Not Asked,1936,Male,White,Republican,4,2,3,7,6,80,80,95,4
Pennsylvania,1960,Male,Other,Republican,5,1,1,9,3,80,80,55,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,99,24,NA
New York,1951,Male,White,Independent,4,2,3,3,1,19,50,50,5
Pennsylvania,1946,Female,White,Independent,3,1,4,6,3,44,50,50,4
Not Asked,1965,Female,Asian,Democrat,3,2,4,4,5,50,NA,99,3
New York,1957,Male,White,Republican,4,1,4,13,6,82,71,87,5
Michigan,1956,Male,Black,Democrat,3,1,1,13,6,100,71,76,1
NA,1951,Male,White,Democrat,2,1,4,4,4,79,78,84,3
Texas,1969,Female,White,Republican,5,2,1,7,3,69,41,80,5
New York,1957,Female,White,Republican,3,2,1,9,2,82,76,72,3
Virginia,1951,Female,White,Democrat,NA,2,1,8,2,91,60,70,4
NA,1967,Female,White,Democrat,2,1,4,9,3,68,26,18,4
California,1964,Female,White,Democrat,3,4,4,9,5,68,67,78,4
NA,1968,Female,White,Republican,4,3,4,7,2,49,49,49,4
West Virginia,1960,Male,White,Republican,5,4,1,4,2,19,50,80,3
Minnesota,1954,Female,White,Independent,3,1,1,7,5,44,50,50,5
Georgia,1965,Female,Black,Democrat,3,4,1,10,4,100,75,85,3
Pennsylvania,1950,Male,White,Independent,3,2,1,6,2,32,30,35,5
Missouri,1963,Male,Black,Independent,4,2,3,1,6,91,91,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,70,60,NA
Texas,1954,Male,White,Democrat,3,1,4,10,3,51,51,32,1
California,1949,Male,White,Democrat,2,1,4,8,2,80,90,81,4
New York,1956,Male,Mixed,Independent,3,1,1,NA,5,100,59,53,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,99,81,NA
New Jersey,1955,Female,White,Not sure,3,2,3,8,2,80,69,63,4
Iowa,1977,Female,White,Democrat,2,1,4,NA,4,94,81,98,2
Indiana,1984,Male,White,Democrat,2,1,4,12,3,50,50,50,3
Pennsylvania,1942,Male,White,Independent,4,2,3,3,2,100,90,100,3
Wisconsin,1947,Female,White,Independent,3,1,2,4,3,76,78,76,3
Indiana,1956,Female,White,Not sure,NA,2,1,2,2,50,50,50,3
Illinois,1948,Female,White,Independent,3,2,2,2,1,48,48,48,3
Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,74,63,NA
Oklahoma,1964,Male,White,Independent,3,3,1,11,5,100,100,100,4
Not Asked,1946,Male,Hispanic,Republican,4,1,3,NA,3,53,56,72,5
Utah,1984,Female,White,Republican,4,3,1,11,5,50,47,50,5
West Virginia,1956,Male,White,Independent,5,1,1,5,1,98,99,99,5
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,99,NA
Wisconsin,1962,Female,White,Democrat,3,2,4,11,5,71,75,78,3
New York,1947,Female,White,Republican,5,1,1,7,2,79,81,84,5
California,1949,Female,White,Democrat,3,1,3,2,3,60,80,50,3
Texas,1979,Female,Black,Independent,2,1,1,5,4,61,59,53,1
NA,1955,Male,White,Independent,3,2,1,NA,2,50,50,50,4
NA,1941,Male,White,Democrat,2,1,3,15,6,78,80,77,2
Utah,1938,Female,White,Independent,4,2,1,3,2,70,80,80,4
Iowa,1951,Male,White,Democrat,3,1,2,5,4,73,80,78,4
Pennsylvania,1954,Male,Black,Democrat,NA,1,1,9,3,75,66,50,2
Illinois,1969,Female,White,Republican,5,3,2,9,5,34,36,68,4
New Mexico,1956,Female,White,Republican,3,1,2,4,5,93,74,71,5
Ohio,1950,Male,White,Republican,4,1,3,NA,6,50,50,50,5
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Maryland,1978,Female,White,Democrat,2,1,2,NA,6,89,77,75,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
NA,1969,Female,White,Other,1,3,4,4,3,100,100,100,1
Texas,1963,Female,White,Republican,4,2,1,12,6,76,75,97,5
California,1949,Female,White,Democrat,1,1,4,NA,3,92,86,81,3
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,92,92,NA
California,1973,Female,White,Independent,3,1,1,9,5,93,97,98,2
NA,1963,Male,Hispanic,Independent,1,1,4,12,3,51,51,51,1
Tennessee,1960,Female,White,Independent,3,1,4,7,5,49,6,70,5
New Jersey,1942,Male,White,Independent,4,1,1,6,2,63,82,78,4
New Jersey,1946,Male,White,Republican,4,1,1,12,6,27,17,48,5
NA,1970,Female,White,Democrat,3,2,3,3,4,76,88,NA,1
Ohio,1956,Female,White,Republican,4,1,1,4,2,99,99,100,5
Massachusetts,1957,Female,White,Independent,4,2,2,4,2,100,89,52,5
Pennsylvania,1961,Female,White,Independent,4,2,1,4,2,72,15,70,3
Oklahoma,1965,Female,White,Democrat,2,1,3,9,2,71,50,78,4
NA,1960,Female,White,Democrat,1,1,2,5,2,100,100,100,1
Pennsylvania,1963,Female,White,Democrat,2,4,2,3,2,50,75,98,5
New York,1949,Female,White,Democrat,NA,2,3,3,2,62,70,60,3
NA,1940,Female,White,Democrat,3,2,2,2,3,98,50,20,4
California,1963,Female,White,Democrat,1,1,4,5,5,80,81,94,1
Not Asked,1965,Male,White,Democrat,NA,3,1,14,2,100,50,10,3
Oregon,1945,Female,White,Democrat,3,2,4,4,3,22,24,44,3
New York,1953,Female,Native American,Democrat,3,2,1,1,4,71,81,74,3
Ohio,1954,Female,White,Democrat,2,2,1,5,2,100,100,100,3
Minnesota,1950,Male,White,Independent,5,1,1,7,2,50,71,91,2
Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,84,100,NA
Not Asked,1945,Male,White,Independent,4,1,2,11,6,89,60,63,5
NA,1951,Female,Black,Democrat,4,1,2,4,4,80,51,53,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,51,50,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,80,81,NA
New York,1953,Female,White,Democrat,3,2,4,2,4,75,60,79,4
California,1957,Female,White,Republican,3,1,1,5,5,84,62,75,5
NA,1968,Female,Hispanic,Democrat,4,2,1,3,1,86,93,100,3
Illinois,1946,Male,White,Independent,3,1,1,8,3,90,90,87,3
Wisconsin,1965,Female,White,Independent,3,2,3,6,2,7,NA,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,22,31,NA
New York,1943,Male,White,Republican,3,1,4,5,3,21,52,50,5
Iowa,1943,Female,White,Republican,4,2,1,6,3,21,40,51,4
NA,1955,Male,White,Independent,4,2,2,9,4,98,97,98,5
NA,1980,Male,Hispanic,Republican,5,1,1,NA,2,88,100,86,3
New York,1954,Female,White,Independent,4,1,2,4,2,50,50,52,5
California,1950,Male,White,Independent,3,2,3,6,5,81,86,84,2
Pennsylvania,1969,Female,White,Democrat,2,1,4,7,6,78,59,70,1
Illinois,1970,Female,White,Republican,5,1,1,4,2,79,83,92,4
California,1949,Female,Hispanic,Independent,3,2,1,4,5,63,100,98,3
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,67,92,NA
Rhode Island,1944,Female,White,Independent,3,1,2,4,3,80,51,66,5
Massachusetts,1941,Female,White,Independent,3,2,4,4,2,70,67,70,3
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,71,61,NA
New Jersey,1977,Female,Hispanic,Democrat,3,4,1,6,2,34,81,52,3
Florida,1983,Female,Hispanic,Democrat,3,1,1,13,5,81,81,81,3
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,50,NA
California,1943,Female,White,Independent,3,1,4,NA,2,100,100,100,1
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,32,50,NA
New York,1964,Male,White,Independent,3,1,4,10,5,95,94,52,5
NA,1964,Female,Mixed,Republican,4,1,2,7,2,71,71,71,5
Missouri,1964,Male,White,Independent,2,1,4,11,6,51,51,51,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,92,100,NA
NA,1962,Female,White,Independent,4,2,2,4,3,51,41,51,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,90,70,NA
Indiana,1953,Female,White,Democrat,3,2,1,10,5,52,50,52,3
Alaska,1970,Male,White,Independent,4,2,2,NA,5,72,63,76,2
Minnesota,1961,Female,White,Republican,5,1,1,1,4,100,100,100,5
New York,1973,Female,Black,Democrat,3,3,2,5,5,100,50,51,3
Michigan,1959,Female,White,Democrat,2,2,1,5,3,83,86,86,2
Pennsylvania,1957,Female,Hispanic,Republican,4,2,2,12,6,39,50,52,5
Louisiana,1950,Female,Black,Democrat,3,2,1,6,4,88,63,50,4
Washington,1961,Female,White,Independent,5,1,1,3,5,97,78,99,5
Mississippi,1979,Female,White,Independent,5,2,4,2,3,3,8,5,3
New York,1944,Male,White,Democrat,1,1,2,NA,6,53,51,64,2
NA,1960,Female,White,Democrat,3,4,4,11,5,23,51,26,4
California,1967,Male,White,Independent,3,1,2,NA,5,51,51,51,5
NA,1958,Male,Black,Democrat,2,2,1,6,6,100,98,100,3
South Carolina,1955,Female,White,Independent,3,1,1,5,5,53,53,51,5
Iowa,1966,Male,White,Republican,4,2,3,11,6,41,85,70,5
Illinois,1948,Female,White,Democrat,2,1,1,8,2,79,70,81,2
Michigan,1957,Male,White,Independent,4,1,1,8,3,100,99,95,5
NA,1950,Female,Black,Democrat,2,1,1,NA,1,100,100,100,3
Washington,1954,Female,Native American,Republican,3,2,1,5,3,84,79,81,5
Texas,1957,Male,White,Democrat,2,1,3,7,6,50,50,50,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,88,NA
NA,1961,Male,White,Independent,NA,2,1,NA,6,50,50,50,3
Illinois,1972,Female,White,Democrat,2,1,2,13,5,81,80,81,2
Florida,1967,Male,White,Other,3,1,1,1,6,76,90,98,3
Indiana,1946,Female,White,Democrat,3,2,4,5,6,96,97,92,3
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,34,37,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,80,100,NA
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,79,75,NA
Pennsylvania,1946,Female,White,Independent,3,1,2,9,3,88,88,88,5
Wisconsin,1985,Male,White,Democrat,2,1,4,5,5,75,75,75,2
NA,1979,Female,Hispanic,Republican,3,1,2,8,5,30,52,68,5
NA,1980,Male,Other,Other,5,1,1,7,5,1,30,31,5
New York,1963,Female,Black,Republican,3,1,4,5,5,100,96,100,1
New York,1960,Male,White,Republican,3,1,1,10,5,70,64,70,4
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,97,86,NA
Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,94,62,NA
