birth_year,sex,race,party_id,crime,economy,immigration,family_medical_leave,abortion,gay_rights,health_care
1989,Male,White,Independent,3,4,2,3,1,3,4
1949,Male,White,Republican,3,3,4,3,2,4,4
1954,Female,White,Republican,4,4,4,4,3,4,4
1954,Female,White,Democrat,4,3,3,3,4,4,4
1943,Female,White,Republican,4,4,3,4,3,4,4
1967,Male,White,Republican,3,3,3,3,3,3,3
1961,Male,Other,Independent,4,4,4,3,3,4,3
1928,Male,White,Republican,4,4,4,2,4,4,3
1958,Male,White,Democrat,4,4,3,4,2,4,4
1952,Male,White,Independent,4,4,4,4,2,4,4
1966,Female,White,Republican,4,4,4,2,3,4,3
1960,Male,White,Democrat,3,3,4,3,4,3,4
1938,Male,White,Republican,3,3,4,2,2,4,4
1985,Female,White,Democrat,3,3,4,3,2,3,4
1952,Female,White,Independent,4,4,2,1,1,4,4
1951,Male,White,Independent,3,4,4,3,2,4,3
1956,Male,White,Republican,3,4,2,2,2,2,3
1944,Female,White,Republican,4,4,4,NA,4,4,4
1958,Male,White,Democrat,3,3,3,2,2,4,4
1962,Female,White,Democrat,4,4,4,4,4,4,4
1970,Female,White,Other,3,3,3,1,4,3,4
1956,Female,White,Democrat,4,4,3,4,3,3,4
1957,Male,White,Republican,4,4,4,3,3,4,4
1950,Male,White,Independent,3,4,2,2,2,3,4
1948,Female,White,Democrat,4,3,3,4,3,3,4
1969,Male,White,Independent,4,3,3,4,4,4,4
1984,Male,White,Republican,3,4,3,3,4,4,3
1951,Female,White,Democrat,4,4,3,2,4,4,4
1960,Female,White,Independent,3,3,4,4,2,2,4
1972,Male,White,Republican,4,4,4,2,2,4,4
1946,Male,White,Republican,4,4,4,4,4,4,4
1957,Male,White,Independent,4,4,4,3,3,4,4
1983,Male,White,Democrat,3,4,3,4,2,2,4
1959,Female,White,Independent,4,4,3,3,2,3,4
1959,Male,Black,Independent,4,4,4,4,2,4,4
1942,Female,Black,Independent,4,4,4,4,4,4,4
1977,Female,White,Independent,4,4,3,3,1,4,4
1960,Male,Asian,Democrat,4,4,4,4,2,NA,4
1988,Male,White,Democrat,3,4,3,3,3,3,4
1952,Male,White,Independent,3,4,3,2,3,3,4
1973,Female,Native American,Democrat,4,4,NA,4,4,4,4
1953,Female,White,Independent,2,3,2,3,2,2,4
1941,Female,White,Democrat,4,3,3,2,3,3,4
1982,Male,White,Republican,4,3,4,3,2,3,3
1979,Female,White,Democrat,2,2,3,3,4,2,4
1960,Female,White,Republican,3,3,3,3,1,4,4
1947,Female,White,Republican,4,4,3,3,3,4,4
1982,Female,White,Democrat,3,3,4,4,4,3,4
1963,Female,White,Independent,4,4,4,4,4,4,4
1939,Female,White,Democrat,4,4,3,3,3,4,3
1966,Female,White,Independent,3,3,2,3,2,4,3
1960,Male,White,Independent,3,4,4,2,2,3,4
1964,Male,White,Independent,4,4,4,4,3,4,4
1942,Male,White,Republican,4,4,4,3,1,4,4
1958,Male,White,Independent,3,4,4,2,1,2,3
1964,Female,White,Independent,4,4,4,3,3,3,4
1971,Male,White,Republican,3,4,4,2,4,4,3
1983,Male,White,Republican,3,4,1,2,2,3,4
1956,Male,White,Republican,4,4,4,2,4,4,3
1951,Female,White,Independent,4,4,2,4,2,4,4
1941,Male,White,Republican,4,4,4,3,3,4,4
1950,Female,White,Democrat,2,3,3,3,3,3,4
1961,Female,White,Independent,4,4,3,4,3,4,4
1965,Female,White,Independent,3,3,2,4,3,2,4
1976,Female,White,Democrat,3,4,3,3,2,4,4
1957,Male,White,Democrat,2,3,2,3,3,2,4
1960,Male,White,Republican,4,4,4,2,4,4,4
1962,Male,White,Republican,4,4,4,3,4,4,3
1965,Female,White,Democrat,3,3,3,4,3,3,4
1950,Female,Black,Democrat,4,4,4,4,4,4,4
1971,Male,White,Independent,3,4,3,4,2,2,4
1957,Male,Other,Independent,3,4,4,4,4,NA,4
1941,Male,White,Independent,3,4,4,2,4,4,4
1970,Male,White,Independent,4,4,4,4,2,4,2
1952,Female,White,Independent,4,4,4,3,4,4,4
1953,Female,White,Republican,4,4,4,2,2,4,2
1944,Male,White,Democrat,2,4,2,4,4,4,4
1959,Male,White,Independent,3,3,4,2,2,4,3
1959,Male,White,Democrat,3,4,4,4,3,3,4
1957,Female,Hispanic,Republican,3,3,4,2,3,4,3
1987,Male,White,Democrat,3,4,3,4,3,1,4
1954,Female,White,Democrat,4,4,3,4,3,4,4
1959,Female,White,Republican,3,4,4,3,2,3,3
1962,Female,Native American,Democrat,4,4,3,4,2,4,4
1964,Male,White,Other,4,4,4,3,4,4,4
1968,Female,White,Independent,3,3,1,3,NA,3,4
1934,Female,Hispanic,Democrat,3,4,4,3,3,3,4
1952,Male,White,Democrat,4,4,4,1,1,4,4
1976,Female,White,Republican,3,3,2,2,4,4,3
1943,Female,White,Democrat,4,4,3,3,2,3,4
1951,Male,White,Independent,4,4,4,4,4,4,4
1966,Female,White,Republican,4,4,4,4,3,1,4
1956,Female,White,Republican,4,4,3,3,4,3,4
1962,Female,White,Democrat,3,3,3,4,3,3,4
1966,Female,White,Independent,4,4,4,2,2,4,4
1956,Male,White,Independent,4,4,4,1,2,4,4
1970,Male,White,Independent,4,4,3,4,3,4,4
1957,Male,White,Democrat,4,4,4,4,4,3,4
1963,Female,White,Democrat,4,4,4,4,4,2,4
1964,Female,Mixed,Republican,4,4,4,3,2,4,4
1960,Female,White,Republican,4,4,3,4,4,4,4
1938,Female,White,Democrat,4,3,3,4,3,3,4
1963,Male,White,Republican,3,4,3,NA,1,3,3
1950,Male,White,Republican,4,4,4,3,4,3,3
1958,Male,White,Republican,4,4,4,3,4,4,3
1975,Male,White,Democrat,3,3,2,2,1,2,3
1960,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1953,Male,White,Republican,4,4,3,3,4,4,4
1963,Female,White,Independent,3,3,3,3,3,3,3
1957,Female,White,Democrat,4,4,3,4,4,4,4
1986,Male,White,Republican,4,4,3,3,2,4,3
1929,Male,White,Republican,4,4,4,4,4,4,4
1962,Male,White,Other,4,4,4,1,3,4,3
1969,Male,White,Republican,4,4,4,3,3,4,4
1959,Male,White,Other,4,4,4,2,4,4,4
1961,Female,White,Independent,4,4,3,3,2,4,4
1953,Female,White,Republican,4,4,4,3,3,4,2
1977,Male,Hispanic,Republican,3,4,4,2,3,4,2
1938,Male,White,Independent,4,4,4,3,4,4,3
1976,Male,White,Republican,4,4,4,2,4,4,4
1947,Male,White,Independent,4,4,3,4,4,4,4
1958,Male,White,Independent,2,3,3,1,2,3,4
1966,Female,White,Republican,4,4,4,2,3,4,4
1946,Male,White,Independent,4,4,4,1,4,4,3
1979,Female,White,Democrat,4,4,3,3,2,3,4
1948,Female,White,Independent,3,4,3,3,3,4,4
1972,Male,Mixed,Democrat,1,2,1,3,2,1,4
1962,Male,White,Republican,4,4,4,3,4,4,3
1956,Female,White,Democrat,4,4,2,4,3,4,4
1959,Female,White,Republican,3,4,4,3,4,3,4
1956,Male,White,Republican,4,4,4,3,4,4,4
1969,Male,White,Republican,4,4,4,4,4,4,4
1983,Male,White,Democrat,1,3,3,3,1,1,4
1956,Male,White,Republican,4,4,4,3,3,4,4
1933,Female,White,Republican,4,4,4,4,4,NA,4
1950,Male,Black,Democrat,3,3,3,4,2,4,4
1944,Female,White,Independent,2,4,3,4,4,2,4
1953,Male,White,Republican,4,4,4,1,2,4,3
1965,Female,White,Democrat,4,3,3,3,3,4,4
1938,Male,White,Independent,3,4,3,2,2,4,3
1950,Female,Asian,Democrat,4,4,4,3,2,4,4
1979,Female,White,Democrat,2,3,3,2,3,2,2
1943,Male,Hispanic,Independent,3,4,3,2,3,4,3
1939,Female,White,Democrat,3,3,4,3,3,4,4
1947,Female,White,Independent,4,4,4,4,4,4,4
1960,Male,White,Republican,4,4,4,1,3,4,3
1952,Male,White,Democrat,4,4,3,3,3,3,4
1938,Male,White,Republican,4,4,4,3,4,4,4
1956,Female,White,Republican,4,4,3,3,4,4,4
1983,Male,Other,Democrat,3,3,3,3,2,3,3
1946,Female,White,Independent,4,4,4,3,4,4,4
1972,Male,White,Democrat,3,4,2,4,2,3,4
1969,Female,White,Republican,4,4,3,3,3,3,3
1956,Male,Black,Democrat,4,4,4,4,1,2,4
1939,Male,White,Independent,4,4,4,1,1,4,3
1942,Female,White,Independent,3,4,4,2,1,3,4
1946,Female,White,Democrat,4,4,4,4,3,4,4
1950,Male,White,Other,3,3,2,4,2,2,4
1976,Female,White,Independent,4,4,3,2,4,4,3
1973,Female,White,Republican,4,4,3,3,4,4,3
1957,Female,Black,Democrat,4,4,1,4,2,3,4
1948,Male,White,Independent,4,4,4,4,4,4,4
1961,Male,White,Democrat,3,4,2,2,3,3,4
1942,Female,White,Republican,4,4,4,3,4,4,4
1943,Male,White,Independent,4,4,4,1,4,4,3
1964,Male,Mixed,Independent,4,4,2,4,1,3,4
1940,Male,White,Democrat,4,4,4,4,4,4,4
1947,Male,Black,Democrat,4,4,4,4,4,4,4
1934,Female,White,Republican,4,4,4,3,4,4,4
1968,Male,White,Republican,4,4,4,1,3,3,4
1951,Male,White,Other,4,4,4,4,2,4,4
1985,Female,White,Republican,3,4,2,3,2,3,3
1958,Female,White,Democrat,3,3,3,4,1,4,4
1954,Female,White,Democrat,4,4,4,4,4,4,4
1980,Male,White,Democrat,4,4,4,4,4,4,4
1982,Male,White,Democrat,3,3,3,4,2,2,4
1970,Male,White,Republican,4,4,4,3,4,4,3
1958,Female,White,Democrat,3,4,4,3,3,4,4
1976,Male,White,Republican,4,4,4,2,4,4,2
1952,Female,White,Democrat,3,3,3,3,3,2,4
1961,Female,White,Republican,4,4,4,4,3,4,4
1971,Male,White,Republican,4,4,4,2,3,3,4
1976,Male,White,Republican,3,4,4,2,3,4,3
1958,Male,Hispanic,Republican,4,4,4,4,4,4,4
1986,Female,White,Democrat,4,3,4,3,4,4,4
1970,Male,White,Republican,3,4,3,2,4,3,4
1982,Female,Hispanic,Other,3,3,3,3,3,3,3
1989,Female,White,Democrat,3,4,4,2,2,2,4
1956,Female,White,Independent,3,4,3,4,3,3,4
1960,Female,White,Democrat,4,4,2,4,2,4,4
1961,Female,Black,Democrat,4,4,4,4,3,4,4
1961,Female,White,Democrat,4,3,3,3,2,3,4
1961,Female,White,Republican,4,3,4,1,3,3,3
1974,Male,Asian,Republican,4,4,3,3,3,3,4
1968,Female,White,Democrat,3,4,2,3,3,3,4
1953,Female,White,Democrat,4,3,4,3,3,4,4
1949,Female,White,Democrat,4,4,4,4,4,3,4
1962,Male,Hispanic,Independent,4,4,2,2,2,4,3
1954,Male,Hispanic,Democrat,3,4,3,3,4,3,4
1948,Male,White,Republican,4,3,3,2,2,4,3
1972,Male,White,Democrat,4,4,3,4,4,4,4
1978,Male,White,Independent,3,3,1,4,3,2,4
1957,Male,White,Independent,4,4,4,4,2,4,4
1962,Male,White,Other,2,4,2,2,3,2,3
1968,Male,Black,Independent,2,3,2,2,1,3,4
1975,Female,White,Republican,4,3,4,4,4,4,4
1939,Female,Asian,Independent,4,4,4,2,2,4,4
1956,Male,Black,Independent,3,3,3,3,2,4,3
1945,Female,White,Republican,4,4,4,3,2,4,4
1950,Female,White,Independent,4,3,4,2,4,4,4
1961,Female,White,Republican,4,4,4,4,4,4,4
1943,Male,White,Republican,4,4,4,1,3,4,3
1953,Male,Hispanic,Democrat,4,4,4,4,4,4,4
1948,Female,White,Independent,4,4,4,3,4,4,4
1969,Female,Black,Democrat,4,4,1,4,1,4,4
1958,Female,White,Republican,4,4,4,3,3,4,4
1970,Female,White,Independent,4,4,4,1,3,2,1
1943,Male,White,Independent,4,4,4,3,4,4,4
1934,Female,White,Independent,4,4,3,3,4,4,4
1979,Female,Black,Independent,4,4,2,3,4,3,1
1952,Female,White,Democrat,4,4,3,3,3,4,4
1964,Female,White,Independent,4,4,4,3,1,4,3
1964,Female,White,Democrat,3,4,3,3,2,2,4
1959,Female,White,Republican,4,4,4,2,2,4,4
1963,Female,White,Republican,4,4,4,3,4,4,3
1957,Male,White,Independent,3,4,4,2,4,4,3
1960,Female,White,Independent,3,4,4,3,3,4,3
1948,Female,White,Democrat,4,4,3,3,2,4,4
1959,Male,White,Democrat,4,4,4,4,4,3,4
1949,Female,White,Independent,4,4,4,4,4,4,4
1945,Male,White,Democrat,NA,3,2,4,NA,2,4
1947,Male,Hispanic,Democrat,4,4,1,3,3,2,4
1964,Male,White,Republican,3,3,3,4,4,3,3
1958,Female,White,Democrat,4,4,3,3,3,4,4
1952,Female,Other,Republican,4,4,4,2,3,4,4
1954,Female,White,Democrat,4,4,4,3,4,4,4
1967,Male,White,Independent,3,4,4,4,4,4,4
1961,Female,White,Democrat,3,3,2,3,2,3,4
1969,Male,White,Independent,3,4,3,3,3,3,4
1957,Female,White,Republican,3,4,4,3,4,3,3
1985,Female,Black,Independent,3,3,3,4,3,3,4
1967,Male,White,Independent,3,4,4,3,3,3,4
1954,Female,White,Republican,4,4,4,4,4,4,4
1953,Female,Black,Democrat,4,4,4,4,4,4,4
1971,Male,White,Other,3,4,2,2,1,3,3
1949,Male,White,Republican,4,3,4,3,4,4,4
1957,Female,Black,Democrat,4,3,2,2,3,2,4
1943,Male,Hispanic,Democrat,4,4,3,4,4,4,4
1957,Female,White,Democrat,4,4,4,1,1,4,3
1957,Male,White,Republican,3,3,3,4,4,3,3
1958,Male,White,Independent,3,4,2,4,2,4,4
1960,Female,Hispanic,Independent,4,4,4,3,2,3,3
1931,Female,White,Republican,4,4,4,2,3,4,4
1969,Male,White,Republican,4,4,4,3,3,4,4
1966,Male,White,Republican,4,4,4,4,4,4,4
1961,Male,White,Independent,4,4,4,1,4,4,3
1966,Male,Other,Independent,4,4,4,3,3,4,4
1971,Female,White,Republican,3,4,4,2,3,3,3
1954,Male,White,Independent,3,4,4,1,4,3,3
1952,Male,White,Independent,3,4,3,3,2,3,4
1957,Male,White,Independent,4,4,4,3,3,4,4
1959,Male,White,Democrat,3,3,2,3,4,2,4
1983,Male,White,Democrat,2,3,2,2,2,1,4
1962,Male,White,Republican,4,4,4,2,4,4,3
1959,Male,White,Independent,3,4,3,1,1,3,3
1952,Male,Other,Republican,3,4,4,3,4,4,3
1948,Female,White,Republican,4,4,2,4,4,4,4
1964,Female,White,Independent,4,4,4,2,4,4,4
1968,Male,White,Republican,3,4,4,1,1,2,3
1945,Female,White,Republican,4,4,4,3,4,4,4
1945,Male,Black,Democrat,4,4,3,4,3,4,4
1983,Male,White,Republican,4,4,3,3,2,4,3
1960,Male,White,Republican,4,4,4,1,4,4,2
1959,Female,White,Not sure,4,4,4,2,2,4,4
1942,Male,White,Republican,4,4,4,3,2,4,4
1957,Female,White,Democrat,3,3,3,3,3,3,4
1984,Male,White,Republican,4,4,3,3,4,3,3
1986,Female,White,Republican,4,4,4,2,4,2,4
1956,Male,White,Independent,4,4,4,3,2,4,4
1952,Female,White,Independent,4,4,4,2,1,4,4
1949,Male,White,Democrat,3,3,3,3,1,3,4
1988,Female,White,Republican,3,3,3,3,3,3,3
1959,Female,White,Republican,4,4,4,3,3,4,4
1953,Male,White,Independent,3,4,2,3,4,3,4
1957,Male,White,Republican,4,4,4,4,2,4,3
1959,Female,Asian,Independent,3,4,3,3,2,3,3
1952,Female,White,Republican,4,4,4,4,3,4,2
1990,Male,White,Republican,2,4,4,1,4,3,4
1983,Female,White,Democrat,3,3,3,3,2,3,4
1945,Male,White,Independent,4,4,4,1,2,4,3
1957,Male,Mixed,Independent,3,4,3,3,2,3,3
1937,Female,White,Democrat,4,4,4,4,4,3,4
1979,Female,White,Independent,4,3,3,3,3,4,4
1967,Female,White,Independent,NA,3,4,4,3,4,4
1940,Female,White,Democrat,4,4,2,3,2,4,4
1949,Female,White,Democrat,3,3,3,2,3,3,4
1945,Female,White,Not sure,4,4,4,3,3,4,4
1962,Female,White,Independent,3,2,4,2,1,3,3
1981,Female,White,Republican,4,4,2,3,2,4,3
1979,Male,White,Republican,4,4,4,4,4,4,4
1954,Male,White,Republican,4,4,3,3,4,4,3
1948,Male,White,Republican,4,4,4,3,4,4,4
1960,Female,Black,Democrat,4,4,2,3,3,4,4
1953,Female,White,Republican,4,4,4,4,3,4,4
1948,Female,White,Democrat,4,4,3,4,4,4,4
1957,Female,White,Democrat,4,3,4,2,4,3,4
1967,Female,White,Republican,4,4,3,4,2,3,4
1960,Female,White,Independent,2,4,4,3,3,2,4
1965,Female,White,Independent,4,3,4,3,2,4,4
1989,Male,White,Republican,3,3,3,2,4,3,2
1943,Female,Asian,Democrat,4,4,4,NA,4,4,4
1976,Male,White,Republican,3,4,4,3,4,4,3
1955,Male,White,Democrat,2,4,3,2,4,2,4
1979,Male,White,Democrat,2,3,4,3,3,2,4
1932,Female,Other,Independent,4,4,3,4,3,4,4
1979,Male,White,Democrat,2,3,2,3,3,2,4
1947,Female,White,Independent,4,4,4,2,3,3,4
1969,Female,White,Democrat,3,3,3,3,4,3,3
1964,Male,White,Republican,4,4,3,3,2,4,4
1958,Male,White,Independent,3,4,2,2,2,3,4
1936,Female,White,Democrat,4,4,3,2,2,3,4
1955,Female,White,Independent,4,4,4,4,4,4,4
1950,Female,White,Democrat,4,4,4,4,4,4,4
1975,Female,White,Independent,3,4,3,3,3,3,4
1954,Female,White,Democrat,3,3,3,3,3,4,4
1973,Male,White,Independent,4,4,4,2,2,4,3
1963,Female,White,Independent,4,4,4,3,4,4,4
1987,Male,White,Republican,4,4,4,3,1,4,3
1960,Female,White,Republican,4,4,4,3,4,4,4
1943,Female,White,Republican,3,4,4,2,2,4,4
1952,Male,White,Republican,4,4,4,3,4,4,4
1945,Male,White,Republican,3,4,3,3,3,3,4
1937,Male,White,Independent,4,4,4,2,4,4,4
1963,Male,White,Not sure,NA,4,3,NA,3,3,4
1938,Male,White,Republican,4,4,4,4,4,4,4
1965,Female,White,Independent,4,4,2,3,1,4,4
1969,Male,Mixed,Republican,4,4,4,4,4,4,3
1943,Female,White,Republican,4,4,4,4,3,4,4
1967,Female,White,Independent,4,4,3,3,3,3,3
1952,Female,White,Independent,3,3,3,3,3,3,4
1960,Female,Hispanic,Independent,4,4,3,3,3,4,3
1963,Female,White,Independent,3,4,4,2,3,3,4
1959,Female,White,Democrat,4,4,3,3,4,4,4
1959,Female,White,Independent,4,4,4,3,4,4,4
1951,Male,White,Republican,3,3,4,2,2,4,4
1965,Female,White,Democrat,4,4,4,4,3,4,4
1959,Male,White,Independent,2,3,NA,2,3,3,2
1950,Male,Black,Democrat,3,4,4,3,2,3,4
1953,Female,Black,Democrat,4,4,4,4,3,4,4
1965,Male,White,Independent,3,NA,4,3,3,4,4
1988,Male,White,Democrat,2,2,2,2,2,2,2
1961,Male,White,Independent,4,4,1,3,3,2,4
1984,Female,White,Independent,2,4,3,3,3,2,4
1948,Male,White,Independent,4,4,4,3,4,4,4
1953,Female,White,Independent,4,4,3,3,4,3,4
1950,Female,White,Democrat,3,4,2,4,1,2,4
1959,Male,White,Independent,3,3,3,3,2,3,4
1945,Female,White,Independent,3,4,3,4,3,3,4
1988,Male,Hispanic,Other,4,4,4,4,4,4,4
1965,Female,White,Democrat,3,4,3,3,4,4,4
1997,Male,White,Independent,4,4,4,4,2,4,3
1965,Male,White,Democrat,4,4,4,2,3,3,4
1958,Male,White,Democrat,4,4,4,4,3,3,4
1943,Female,White,Independent,4,4,4,1,1,4,4
1956,Female,White,Independent,4,4,4,4,2,4,4
1989,Male,White,Democrat,4,4,2,4,3,4,4
1957,Female,White,Republican,4,4,4,4,1,4,4
1954,Male,White,Independent,4,4,4,3,2,4,3
1980,Male,White,Independent,4,4,2,3,3,4,3
1948,Female,White,Democrat,4,4,4,4,4,4,4
1942,Male,Black,Democrat,4,3,3,3,3,4,4
1947,Female,Hispanic,Democrat,NA,4,4,4,4,4,4
1983,Male,White,Republican,3,4,3,2,4,4,3
1964,Male,White,Independent,4,4,3,2,1,3,3
1969,Female,White,Independent,4,4,4,3,3,4,4
1953,Male,White,Republican,4,4,4,3,3,4,3
1949,Male,White,Democrat,3,2,4,2,4,4,3
1956,Female,Hispanic,Independent,4,4,3,4,3,4,4
1949,Male,White,Independent,4,4,4,2,2,3,2
1968,Female,White,Republican,4,4,4,3,4,4,4
1959,Male,White,Republican,4,4,1,4,2,4,3
1936,Male,White,Republican,4,4,4,3,3,4,4
1952,Female,Black,Democrat,4,4,4,4,4,4,4
1944,Female,Black,Republican,4,4,4,4,4,4,4
1947,Male,White,Democrat,4,4,4,3,2,4,3
1947,Female,White,Democrat,4,4,4,2,2,4,4
1948,Male,White,Republican,3,3,4,2,1,4,3
1955,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1955,Female,White,Democrat,2,3,2,2,3,2,3
1956,Female,White,Independent,4,4,2,3,2,3,4
1977,Female,White,Democrat,4,4,3,4,4,4,4
1953,Female,White,Republican,4,4,4,4,1,3,4
1972,Female,White,Democrat,3,4,2,3,4,2,4
1954,Male,White,Republican,3,4,4,2,3,4,2
1944,Female,White,Independent,4,4,4,1,1,4,4
1930,Male,White,Democrat,4,4,4,4,3,4,4
1966,Female,Black,Democrat,3,4,4,4,3,3,4
1950,Male,White,Republican,4,4,4,2,4,3,4
1963,Male,White,Independent,4,4,4,3,4,4,4
1937,Male,White,Republican,4,4,4,3,4,4,3
1949,Male,White,Republican,3,4,4,3,4,4,3
1967,Female,White,Independent,3,3,2,2,4,4,3
1943,Male,White,Independent,3,4,4,1,4,4,3
1930,Male,White,Republican,3,4,4,3,3,4,4
1957,Female,White,Independent,4,4,4,3,2,4,4
1943,Female,White,Independent,3,3,3,3,2,3,4
1974,Male,White,Independent,4,4,4,4,4,4,4
1955,Female,White,Democrat,4,3,3,4,4,3,4
1955,Female,Mixed,Not sure,3,3,4,4,3,3,4
1949,Male,White,Other,4,3,4,2,3,4,3
1958,Male,Hispanic,Democrat,4,4,4,4,4,4,4
1961,Male,White,Democrat,4,4,3,3,3,3,4
1963,Male,White,Republican,4,4,4,3,4,4,4
1953,Female,White,Republican,3,3,4,3,4,4,4
1970,Male,White,Independent,4,4,4,2,3,4,3
1953,Female,White,Independent,4,4,4,3,3,4,NA
1964,Female,White,Independent,4,4,2,3,3,3,4
1965,Female,White,Democrat,3,4,3,3,2,4,4
1959,Female,White,Independent,3,4,2,3,3,3,4
1974,Male,Black,Democrat,3,3,4,4,4,2,4
1983,Female,Asian,Democrat,4,4,4,4,4,4,4
1951,Female,White,Democrat,3,4,3,3,3,4,4
1955,Female,White,Republican,3,4,4,3,3,3,3
1960,Female,White,Not sure,4,4,4,4,2,3,4
1959,Male,White,Democrat,3,3,4,3,4,3,4
1951,Female,Black,Democrat,4,4,3,3,2,4,4
1942,Male,White,Democrat,4,4,4,4,3,4,4
1948,Female,White,Democrat,3,4,3,3,3,3,4
1975,Female,White,Independent,3,4,3,3,3,3,4
1951,Female,White,Democrat,4,3,4,NA,3,4,4
1944,Female,White,Democrat,4,4,4,3,4,4,4
1956,Male,White,Independent,4,4,3,2,4,4,4
1944,Male,White,Republican,4,4,4,3,2,4,4
1959,Female,Hispanic,Democrat,4,4,2,4,3,3,4
1936,Male,White,Republican,4,NA,3,3,3,NA,1
1955,Female,Black,Independent,4,4,2,1,1,3,4
1973,Female,White,Democrat,3,4,3,3,4,3,4
1964,Male,White,Republican,3,3,2,2,4,2,3
1978,Male,White,Independent,3,3,3,4,3,3,4
1971,Male,Mixed,Other,1,4,3,3,4,2,4
1973,Female,White,Independent,4,4,4,3,3,4,4
1955,Female,White,Democrat,4,4,3,3,3,4,4
1941,Female,Black,Democrat,NA,4,3,3,3,3,4
1961,Female,White,Republican,3,4,4,1,4,4,3
1943,Male,White,Independent,4,3,4,3,3,4,4
1957,Female,White,Democrat,2,2,4,4,1,1,4
1964,Female,White,Democrat,4,4,3,3,3,4,4
1937,Male,White,Republican,3,4,2,3,2,2,3
1959,Female,White,Republican,4,4,4,4,4,4,4
1965,Female,White,Independent,3,3,3,3,2,3,4
1980,Female,White,Independent,3,4,3,3,2,2,4
1946,Female,White,Democrat,4,4,3,4,4,4,4
1982,Male,White,Republican,3,3,4,4,3,4,4
1956,Female,White,Independent,1,4,1,2,2,1,4
1948,Female,White,Republican,4,4,4,3,4,4,4
1944,Female,White,Republican,4,3,4,2,3,3,4
1938,Female,White,Republican,4,4,4,4,3,4,4
1971,Male,White,Democrat,4,4,1,4,1,3,4
1983,Female,White,Republican,4,3,3,3,4,3,2
1965,Female,Hispanic,Democrat,3,3,3,3,4,3,4
1950,Male,Black,Democrat,3,2,2,2,1,4,4
1940,Female,White,Republican,3,4,4,2,1,4,3
1981,Female,White,Republican,2,2,2,2,2,2,2
1949,Female,White,Republican,3,4,3,4,3,3,4
1978,Female,Black,Democrat,3,4,3,3,3,3,4
1965,Female,White,Independent,3,4,4,4,3,3,4
1964,Male,White,Independent,4,4,4,2,1,3,2
1960,Male,Black,Democrat,4,4,3,3,4,4,4
1940,Female,White,Democrat,4,4,4,4,4,4,4
1957,Male,White,Republican,3,4,4,2,4,1,4
1950,Female,White,Republican,4,NA,4,3,3,4,4
1991,Female,White,Independent,NA,NA,NA,NA,NA,NA,NA
1941,Female,White,Democrat,4,4,3,3,4,4,4
1967,Male,Hispanic,Republican,4,4,4,2,1,4,3
1959,Male,White,Republican,4,4,4,3,1,4,3
1953,Male,White,Republican,4,3,3,3,4,3,3
1936,Male,White,Republican,3,4,4,3,2,3,4
1948,Male,White,Democrat,2,3,4,4,1,3,4
1960,Male,Other,Republican,4,4,4,3,4,4,3
1937,Male,White,Republican,4,4,4,1,1,4,4
1951,Male,White,Independent,4,4,4,2,2,3,4
1946,Female,White,Independent,4,4,3,3,3,4,4
1954,Female,White,Democrat,3,4,3,3,3,3,4
1965,Female,Asian,Democrat,NA,4,4,2,1,NA,4
1957,Male,White,Republican,4,4,4,2,1,4,3
1956,Male,Black,Democrat,4,4,3,3,1,4,4
1951,Male,White,Democrat,4,4,3,2,2,3,4
1969,Female,White,Republican,4,4,4,3,4,4,4
1957,Female,White,Republican,4,4,4,4,1,4,4
1951,Female,White,Democrat,4,3,3,4,4,4,4
1958,Male,White,Republican,3,4,3,2,3,3,3
1967,Female,White,Democrat,4,4,4,2,4,4,4
1964,Female,White,Democrat,2,3,3,2,4,2,3
1968,Female,White,Republican,4,4,4,3,4,4,3
1960,Male,White,Republican,3,3,3,3,4,3,3
1954,Female,White,Independent,4,4,4,3,4,4,4
1965,Female,Black,Democrat,4,4,2,3,2,4,4
1950,Male,White,Independent,4,4,3,4,3,3,3
1963,Male,Black,Independent,4,4,4,4,4,4,4
1954,Male,White,Democrat,4,3,2,3,1,4,4
1949,Male,White,Democrat,3,4,3,2,3,3,4
1956,Male,Mixed,Independent,4,4,3,3,1,3,4
1955,Female,White,Not sure,3,4,3,3,2,4,4
1977,Female,White,Democrat,4,3,3,2,4,1,3
1984,Male,White,Democrat,3,4,2,4,4,3,4
1942,Male,White,Independent,4,3,4,3,4,4,3
1947,Female,White,Independent,3,4,3,3,3,4,4
1942,Male,White,Democrat,3,4,4,4,4,3,4
1956,Female,White,Not sure,3,3,1,3,1,2,4
1948,Female,White,Independent,3,3,2,4,3,3,4
1948,Female,White,Republican,4,4,4,2,3,3,4
1964,Male,White,Independent,4,4,4,4,1,3,4
1959,Female,White,Democrat,4,4,4,3,4,3,4
1946,Male,Hispanic,Republican,4,4,3,3,1,4,3
1946,Female,White,Independent,4,4,4,4,1,4,4
1948,Female,White,Independent,4,4,4,3,4,3,4
1984,Female,White,Republican,3,4,4,3,3,4,4
1956,Male,White,Independent,4,4,4,2,4,4,3
1962,Female,White,Democrat,3,3,3,3,2,3,4
1947,Female,White,Republican,4,4,4,4,4,4,4
1949,Female,White,Democrat,4,4,3,NA,NA,4,4
1979,Female,Black,Independent,3,4,4,4,3,3,4
