state,birth_year,sex,immi_naturalize_2016,gaymar_2016,deathpen_2016,univhealthcov_2016,envwarm_2016,taxdoug_2016,amshamed_2016,gunown_2016
Idaho,1977,Male,1,0,1,0,5,3,3,0
New York,1936,Male,0,0,1,1,1,1,2,1
California,1932,Female,1,0,1,0,3,1,2,NA
New York,1950,Male,0,0,1,1,1,1,2,0
California,1938,Male,1,0,0,0,4,1,4,0
Louisiana,1983,Male,NA,1,NA,0,1,2,2,1
Missouri,1964,Male,0,0,0,0,5,3,4,1
Kentucky,1965,Female,0,1,1,1,4,1,1,1
Utah,1958,Female,1,NA,1,0,2,1,4,0
Indiana,1950,Female,NA,1,1,1,1,1,2,1
New Jersey,1958,Male,0,0,1,0,4,2,4,0
Georgia,1989,Female,1,1,0,1,1,1,1,0
Pennsylvania,1949,Male,NA,NA,1,1,4,1,2,1
Iowa,1940,Female,NA,1,NA,0,2,2,3,0
Connecticut,1986,Female,1,0,0,1,1,1,1,0
New York,1988,Female,1,1,1,0,1,1,1,0
New Jersey,1959,Male,1,0,0,1,2,1,2,0
Illinois,9998,Female,1,1,1,1,1,1,1,0
New Jersey,1937,Female,0,0,1,0,3,2,4,NA
Massachusetts,1965,Female,0,0,1,0,1,3,2,0
Minnesota,1967,Male,0,0,1,0,3,2,2,1
North Dakota,1965,Male,1,0,1,0,2,2,3,1
Illinois,1932,Female,1,1,0,1,1,1,2,1
Ohio,1957,Male,0,0,1,0,4,1,3,1
Kansas,1958,Female,1,0,1,NA,5,1,3,0
Kansas,1960,Female,1,1,1,0,3,1,3,1
Pennsylvania,1979,Female,1,1,NA,1,1,1,2,0
Michigan,1954,Male,1,1,0,1,1,3,1,0
Georgia,1986,Female,1,NA,NA,1,1,1,1,NA
Pennsylvania,1949,Female,1,NA,0,NA,1,1,1,0
New York,1971,Female,1,1,1,1,1,1,1,1
Missouri,1949,Male,1,0,1,0,2,2,4,1
Mississippi,1977,Male,1,0,1,0,4,1,3,0
Pennsylvania,1958,Male,0,1,1,1,4,1,1,0
Georgia,1960,Female,NA,0,1,0,2,1,3,1
Illinois,1945,Female,1,1,1,0,1,1,3,1
New York,1964,Female,1,1,1,1,1,1,2,0
Ohio,1975,Female,1,1,0,1,1,1,1,0
Indiana,1959,Male,0,0,1,0,4,2,2,0
Mississippi,1964,Male,0,0,NA,1,1,1,1,1
California,1961,Male,0,0,1,0,4,2,2,1
Pennsylvania,1945,Female,1,0,1,1,1,1,3,0
Louisiana,1955,Male,1,0,1,0,4,2,2,NA
California,1944,Male,1,NA,0,1,1,1,1,1
Missouri,1943,Male,0,1,1,0,5,1,4,0
New York,1952,Female,0,0,1,0,3,1,4,0
Minnesota,1941,Male,1,1,0,1,1,1,1,1
California,1963,Female,NA,0,1,0,5,3,3,0
Not Asked,1945,Female,0,1,1,1,1,1,1,0
Illinois,1950,Female,1,1,NA,1,1,1,1,0
Illinois,1951,Male,1,0,1,0,2,1,1,0
Michigan,1962,Male,1,1,0,1,1,1,1,0
Arkansas,1957,Female,1,1,1,1,1,1,1,1
New Jersey,1982,Female,1,1,NA,0,1,1,1,0
Arizona,1950,Female,1,1,0,1,1,1,2,0
Pennsylvania,1945,Female,0,NA,1,0,2,3,3,1
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1959,Male,1,NA,1,1,2,1,3,NA
Illinois,1951,Female,1,1,0,1,1,1,2,0
Florida,1955,Male,0,0,1,0,3,2,4,0
Missouri,1948,Female,1,1,0,1,1,1,2,1
New York,1953,Male,1,1,1,1,1,1,3,1
Pennsylvania,1984,Male,1,1,0,1,1,1,2,1
Not Asked,1964,Female,1,1,0,1,1,1,1,0
Ohio,1952,Female,0,0,1,0,2,2,3,1
Georgia,1980,Female,1,0,1,0,2,1,NA,0
Massachusetts,1961,Female,1,1,1,0,3,2,2,0
New York,1966,Female,0,1,0,1,1,1,2,1
Wisconsin,1965,Female,0,1,0,1,1,1,2,0
Kansas,1953,Male,1,1,0,1,1,1,2,1
Oklahoma,1990,Male,NA,1,NA,1,1,2,3,1
California,1978,Male,1,NA,1,0,4,2,4,0
Missouri,1971,Male,1,0,1,0,3,2,4,NA
North Dakota,1957,Female,1,1,NA,1,1,1,1,1
Vermont,1955,Male,1,1,1,1,1,1,1,1
Nebraska,1949,Female,0,0,1,0,3,2,2,0
California,1952,Female,1,0,1,0,3,2,4,1
Kentucky,1963,Male,NA,NA,0,0,3,2,1,1
Alabama,1956,Male,0,1,1,0,2,2,4,0
Minnesota,1943,Female,0,1,1,0,2,2,4,0
Pennsylvania,1949,Female,1,0,1,0,3,3,3,1
Louisiana,1949,Male,1,1,1,1,1,1,1,1
Michigan,1964,Male,NA,0,0,NA,2,3,4,1
Pennsylvania,1958,Female,0,NA,1,1,1,1,2,1
North Carolina,1946,Male,0,0,1,0,2,2,1,1
Arizona,1943,Female,0,0,1,0,3,1,2,0
Texas,1938,Female,0,0,1,0,2,3,1,0
Arkansas,1982,Female,0,NA,1,0,2,1,2,0
Pennsylvania,1964,Female,1,1,0,1,1,1,1,0
California,1960,Female,1,1,NA,1,1,1,1,0
Colorado,1983,Female,0,0,1,0,4,2,1,NA
Pennsylvania,1975,Male,0,0,1,0,4,2,4,0
Not Asked,1972,Female,0,0,1,0,4,2,3,0
Washington,1952,Male,1,1,0,1,1,1,1,1
Illinois,1964,Female,NA,1,0,1,1,1,2,0
New Mexico,1955,Male,1,1,1,1,1,1,2,1
Montana,1940,Female,1,1,NA,1,1,1,4,0
Missouri,1941,Female,1,1,0,1,1,1,1,1
New York,1944,Female,1,1,NA,1,1,1,1,0
Wisconsin,1958,Female,1,1,0,1,1,1,1,0
California,1966,Female,1,1,1,1,1,1,NA,1
Florida,1956,Female,1,1,0,1,1,1,1,0
Georgia,1958,Male,0,0,1,1,1,1,2,1
Michigan,1962,Female,1,1,0,1,1,1,1,0
Michigan,1964,Male,1,1,NA,NA,1,1,1,0
Not Asked,1938,Male,1,0,1,1,2,1,2,0
Texas,1956,Female,1,1,0,1,1,1,2,0
Kansas,1956,Female,1,1,NA,NA,1,1,2,0
New York,1944,Male,0,0,0,1,1,1,1,0
California,1958,Female,0,1,1,0,4,1,1,0
District of Columbia,1964,Male,NA,NA,NA,1,1,3,1,1
Washington,1943,Female,1,1,NA,1,1,1,2,1
Pennsylvania,1943,Female,1,1,0,1,1,1,2,0
Illinois,1952,Female,0,0,1,0,2,2,1,1
South Carolina,1970,Female,1,1,NA,1,1,1,1,0
Minnesota,1939,Male,1,NA,NA,1,1,1,1,1
Not Asked,1942,Female,1,0,NA,1,5,3,NA,0
Not Asked,1971,Female,0,0,1,1,2,1,1,0
Florida,1951,Male,1,1,NA,NA,1,2,2,1
Minnesota,1944,Male,NA,0,1,0,4,2,4,1
California,1956,Female,NA,0,1,1,3,2,2,0
New York,1948,Female,1,1,NA,1,2,1,1,0
Maryland,1973,Female,NA,1,NA,NA,1,1,2,1
Minnesota,1961,Male,1,1,NA,1,1,1,2,1
Ohio,1936,Male,NA,0,1,0,2,3,2,1
California,1932,Male,NA,1,0,0,2,2,4,1
New York,1951,Male,1,1,1,0,4,2,4,0
Illinois,1956,Male,1,0,1,0,3,2,4,1
Missouri,1983,Female,1,1,0,1,1,1,1,0
Tennessee,1946,Male,1,NA,0,1,1,1,1,1
Washington,1957,Female,NA,1,NA,0,3,2,4,1
New York,1985,Female,0,1,0,1,1,1,1,0
Missouri,1957,Female,1,1,0,0,2,2,4,0
Mississippi,1963,Male,0,0,1,1,5,1,2,1
Connecticut,1964,Male,0,0,1,0,3,2,4,0
Texas,1956,Male,0,0,1,0,4,3,4,0
New York,1946,Female,NA,1,1,0,4,3,NA,1
California,1943,Male,0,NA,1,0,4,2,4,0
California,1955,Male,1,1,1,1,2,3,1,0
Not Asked,1963,Male,0,0,1,0,4,2,2,1
Pennsylvania,1958,Female,0,0,1,1,4,1,3,1
Georgia,1957,Female,NA,0,NA,1,5,1,NA,0
Iowa,1969,Male,1,0,0,1,1,1,2,1
California,1954,Male,NA,1,1,0,4,2,4,1
Alabama,1965,Male,0,0,1,0,4,2,4,1
Maryland,1940,Female,NA,0,1,0,2,2,4,0
Oregon,1938,Female,0,0,1,0,2,2,3,NA
California,1942,Female,1,1,0,1,1,1,1,0
New York,1939,Male,NA,1,1,0,3,2,4,1
Washington,1934,Male,1,1,NA,1,1,1,2,1
Connecticut,1972,Male,1,1,0,1,1,1,1,1
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1976,Female,1,1,0,1,1,1,1,0
Indiana,1948,Male,0,1,1,0,2,3,3,1
Utah,1966,Female,NA,0,1,1,2,3,2,0
North Carolina,1953,Female,NA,0,1,1,1,1,2,1
Illinois,1972,Male,1,1,0,1,2,1,2,1
Massachusetts,1954,Male,1,1,1,0,2,1,3,0
California,1946,Female,1,1,NA,1,1,1,2,0
New York,1948,Male,NA,0,NA,0,5,2,4,0
New York,1952,Female,1,1,0,1,1,1,1,0
Indiana,1956,Female,0,0,1,0,4,3,3,1
Not Asked,1960,Female,0,NA,1,0,4,2,4,1
Georgia,1977,Male,0,0,1,1,1,1,1,0
Michigan,1949,Female,NA,0,1,0,2,2,1,1
Wisconsin,1950,Female,NA,NA,NA,NA,1,3,2,0
New Hampshire,1978,Male,0,1,1,0,3,1,3,0
South Carolina,1957,Female,NA,0,1,NA,2,1,2,0
Indiana,1955,Female,1,0,0,1,1,1,1,1
Colorado,1974,Female,NA,1,NA,1,1,1,1,1
Louisiana,1956,Female,1,1,0,1,1,1,2,0
California,1949,Female,0,1,1,NA,3,3,4,0
Nebraska,1967,Female,0,NA,1,0,2,1,NA,0
New Jersey,1954,Female,1,1,1,1,1,1,1,0
Texas,1959,Male,0,0,1,0,4,2,4,1
Illinois,1966,Female,1,1,0,NA,3,1,2,0
California,1954,Male,0,NA,0,0,4,2,3,0
Wisconsin,1954,Female,1,1,0,1,1,1,1,0
New Jersey,1955,Female,NA,1,NA,0,2,1,2,1
Massachusetts,1954,Female,1,1,0,1,1,1,1,0
Texas,1934,Male,NA,0,1,0,4,2,3,NA
Ohio,1957,Female,1,1,0,1,1,1,1,0
Connecticut,1953,Female,1,0,1,0,3,1,2,1
Missouri,1966,Female,1,1,1,1,5,1,2,1
Virginia,1983,Male,1,1,0,1,1,1,1,0
Arkansas,1957,Female,0,1,1,1,1,1,1,1
Kentucky,1963,Male,1,0,1,0,2,2,2,NA
Indiana,1961,Female,1,1,0,1,1,1,1,0
Kansas,1957,Female,0,1,1,1,1,1,1,1
Washington,1959,Female,NA,0,NA,NA,1,1,2,0
California,1964,Female,1,1,1,0,2,1,4,1
New York,1949,Female,1,1,0,1,1,1,2,0
Iowa,1985,Female,0,1,1,0,2,1,2,0
Rhode Island,1949,Female,1,1,NA,1,1,1,2,0
Wisconsin,1975,Female,1,1,0,1,1,1,1,1
Minnesota,1968,Male,1,1,0,1,1,1,2,0
Kansas,1957,Male,0,0,1,0,2,1,3,1
Not Asked,1962,Female,1,1,1,1,5,3,1,0
Kentucky,1955,Female,0,0,1,0,1,1,1,0
New Jersey,1942,Female,0,0,0,0,5,3,2,0
Tennessee,1955,Female,1,1,1,0,3,2,3,1
North Carolina,1964,Male,1,1,0,1,1,1,2,0
Arizona,1990,Male,1,1,0,1,1,1,2,0
Missouri,1968,Male,0,NA,NA,1,2,1,4,0
Louisiana,1963,Female,1,0,0,1,1,3,2,0
Oklahoma,1946,Female,1,1,1,1,1,2,2,1
New York,1944,Female,1,1,0,0,2,2,1,0
Indiana,1940,Female,1,1,1,1,1,1,2,0
Ohio,1960,Male,0,NA,1,1,2,3,2,0
Michigan,1947,Female,1,0,1,0,1,3,1,0
Massachusetts,1973,Male,1,1,0,1,1,1,NA,0
Maryland,1954,Male,0,1,1,0,2,1,2,NA
Ohio,1967,Male,NA,0,1,1,2,1,2,0
Massachusetts,1954,Female,0,NA,1,1,1,1,4,0
New York,1983,Female,1,1,NA,NA,1,1,1,0
New York,1966,Male,NA,0,1,1,5,1,NA,0
Arizona,1965,Female,0,1,1,0,5,1,4,1
Minnesota,1980,Female,1,1,0,1,1,1,1,0
South Dakota,1969,Male,1,1,0,1,1,1,1,0
Oregon,1937,Male,1,1,0,0,2,1,2,0
Illinois,1977,Male,0,0,1,0,3,2,3,1
Maryland,1948,Male,0,0,1,1,1,1,4,1
Georgia,1958,Male,0,0,1,0,3,2,2,1
California,1948,Female,1,1,0,0,1,1,4,0
West Virginia,1987,Female,NA,0,1,0,2,1,3,1
Texas,1958,Female,0,1,1,1,1,1,4,1
Illinois,1948,Female,0,0,1,0,1,2,4,1
Not Asked,1943,Female,0,0,1,0,2,2,3,1
Pennsylvania,1966,Male,1,1,0,1,1,1,2,0
Michigan,1947,Female,1,1,NA,1,5,3,2,0
Not Asked,1964,Female,0,0,1,0,3,2,1,0
North Carolina,1952,Female,1,0,1,0,3,1,2,0
California,1964,Female,NA,1,0,1,1,1,1,0
Not Asked,1941,Male,0,1,1,NA,1,1,2,0
New Hampshire,1953,Female,NA,1,1,0,1,1,2,1
Pennsylvania,1957,Female,NA,1,1,NA,2,1,2,1
Not Asked,1959,Female,0,0,1,0,4,2,4,0
Virginia,1981,Female,NA,NA,NA,NA,8,8,NA,NA
Texas,1942,Male,1,1,1,0,2,2,4,1
New Jersey,1956,Female,1,1,1,1,1,1,1,0
Utah,1976,Male,1,1,1,0,2,2,2,0
Wisconsin,1977,Female,NA,NA,0,0,2,2,3,1
California,1956,Male,1,0,1,0,3,2,4,1
California,1973,Male,1,1,0,1,1,1,1,0
Iowa,1971,Female,1,1,1,1,2,2,3,1
North Carolina,1958,Female,0,NA,1,0,3,1,3,1
Maryland,1967,Female,1,NA,1,0,2,1,3,0
Illinois,1955,Female,0,0,1,0,3,3,4,0
Illinois,1957,Male,0,0,1,0,2,3,2,1
Indiana,1957,Female,1,1,NA,1,1,3,1,0
Kentucky,1946,Female,0,1,1,1,2,1,1,1
Kansas,1956,Female,1,NA,NA,1,1,1,3,0
Pennsylvania,9998,Female,1,0,1,0,4,2,2,NA
Washington,1984,Male,0,0,1,0,4,3,4,1
Illinois,1959,Female,1,0,1,0,1,3,2,0
Georgia,1971,Female,1,1,0,1,1,1,1,1
New York,1990,Female,1,1,NA,NA,1,1,1,0
Maryland,1966,Female,1,1,0,1,1,1,2,0
Vermont,1953,Male,0,NA,1,0,2,1,2,1
Colorado,1960,Female,1,NA,0,0,4,1,1,0
New York,1954,Female,NA,1,1,NA,1,1,2,NA
Maryland,1957,Male,0,0,1,0,3,3,4,1
Nebraska,1969,Male,1,1,0,1,1,1,1,1
Louisiana,1964,Female,0,0,0,0,4,2,3,NA
Florida,1970,Male,0,0,1,0,2,2,3,1
Texas,1964,Female,NA,1,1,0,1,2,2,0
Not Asked,1956,Male,1,1,0,1,1,2,1,0
Pennsylvania,1944,Female,1,0,1,0,2,2,4,0
New York,1956,Female,NA,NA,NA,1,2,1,NA,0
Washington,1952,Female,NA,NA,1,NA,3,1,2,1
New York,1961,Female,1,1,NA,1,1,1,1,0
Idaho,1949,Female,0,0,1,0,4,1,2,1
Nebraska,1960,Female,1,0,0,1,2,1,NA,0
Massachusetts,1969,Female,0,1,1,1,2,3,1,0
Indiana,1948,Female,1,1,1,0,1,1,NA,0
Utah,1960,Male,1,NA,1,0,3,3,2,1
Not Asked,1984,Male,NA,0,NA,0,4,1,1,0
Michigan,1947,Male,0,1,1,NA,1,1,2,0
Wisconsin,1953,Male,NA,0,1,NA,2,1,3,1
Illinois,1958,Male,0,0,1,0,2,1,1,0
Missouri,1982,Male,0,0,1,0,2,3,2,1
New York,1954,Male,1,1,1,1,1,1,1,0
New Jersey,1979,Male,1,0,1,1,1,1,1,0
Ohio,1939,Male,0,NA,1,0,3,2,2,NA
Michigan,1978,Female,1,1,1,1,2,1,2,0
California,1956,Female,1,0,1,1,2,3,4,1
Pennsylvania,1938,Male,1,NA,0,1,1,1,1,0
New Jersey,1960,Male,0,0,1,0,3,2,2,1
Pennsylvania,1948,Female,0,1,1,0,3,2,3,0
Not Asked,1967,Female,1,1,1,1,1,1,2,NA
Georgia,1949,Female,1,NA,NA,1,1,1,1,0
Massachusetts,1979,Female,1,1,0,1,1,1,1,0
Rhode Island,1939,Male,0,NA,1,1,1,1,2,0
Alabama,1989,Female,0,1,1,0,5,1,1,0
California,1957,Female,0,0,1,0,4,2,4,1
Nebraska,1950,Female,0,1,1,0,2,1,2,0
Illinois,1980,Female,NA,0,NA,0,4,2,NA,0
North Dakota,1982,Female,NA,1,NA,0,4,1,2,1
Texas,1974,Male,0,1,1,0,1,2,3,1
Oklahoma,1950,Female,NA,1,1,NA,2,3,NA,0
Illinois,1950,Male,1,0,1,0,3,3,3,0
Michigan,1947,Male,0,NA,1,0,4,2,4,1
California,1971,Male,NA,0,1,0,2,2,3,0
Louisiana,1959,Female,NA,NA,1,0,3,2,4,0
North Carolina,1954,Male,NA,1,1,1,1,1,1,1
Florida,1952,Female,1,1,0,1,2,1,1,1
Texas,1945,Male,1,0,0,1,2,1,4,1
Maryland,1953,Male,NA,0,1,0,1,3,2,0
Oregon,1937,Male,1,1,1,0,4,1,NA,1
California,1953,Female,1,1,0,0,1,1,2,0
New Jersey,1952,Female,1,1,0,1,1,1,3,1
Texas,1977,Female,0,0,1,0,3,1,NA,1
New Jersey,1986,Female,0,1,1,0,5,1,NA,0
Texas,1961,Female,NA,NA,1,0,5,3,3,1
Michigan,1948,Female,0,1,1,1,1,1,2,0
Utah,1980,Male,0,0,1,0,3,3,4,NA
Nebraska,1957,Female,0,0,NA,0,4,2,4,1
Alabama,1986,Female,1,1,NA,NA,1,1,1,0
Georgia,1964,Male,0,1,1,1,2,1,2,0
Virginia,1949,Male,1,1,0,1,1,1,2,0
Pennsylvania,1956,Female,NA,1,1,NA,5,3,NA,1
New York,1953,Male,1,1,0,0,1,1,2,1
Illinois,1941,Male,0,0,1,0,3,3,4,1
Washington,1961,Female,1,1,1,1,1,1,1,0
Illinois,1956,Male,0,0,1,0,4,2,4,0
New Hampshire,1968,Male,1,1,1,1,1,3,2,0
Ohio,1954,Female,0,1,1,0,4,2,4,1
California,1952,Male,1,1,NA,1,1,1,1,0
Louisiana,1950,Male,0,0,1,0,4,2,4,1
Illinois,1964,Male,1,1,0,0,3,2,3,1
Arizona,1958,Male,0,0,1,0,4,3,4,1
Illinois,1947,Male,1,1,0,1,1,1,1,1
Montana,1964,Male,1,1,NA,1,1,1,2,0
Michigan,1985,Female,NA,NA,NA,0,5,3,NA,0
Missouri,1992,Female,0,1,1,0,1,2,1,0
New York,1967,Female,0,0,NA,0,4,3,4,0
Missouri,1946,Female,NA,1,1,NA,3,1,4,1
Indiana,1953,Female,1,1,1,0,1,2,1,0
Missouri,1983,Female,1,1,NA,1,1,1,1,0
California,1947,Male,1,1,1,1,1,1,1,0
Mississippi,1947,Female,1,0,1,1,1,1,NA,0
Not Asked,1971,Female,1,1,NA,1,1,1,1,1
Iowa,1955,Male,1,1,1,0,1,1,2,1
Michigan,1954,Male,0,0,1,1,1,2,2,0
Michigan,1946,Female,1,1,0,1,1,1,2,0
New Jersey,1951,Female,1,0,1,0,1,1,2,0
Alabama,1946,Male,1,0,1,0,4,2,2,1
Alabama,1975,Female,0,1,NA,1,1,1,2,0
Not Asked,1943,Female,0,0,1,0,3,2,4,0
New Jersey,1954,Female,NA,0,NA,1,2,3,NA,0
Indiana,1956,Male,1,0,0,1,1,1,1,0
New York,1946,Male,1,1,0,1,1,1,2,0
Texas,1962,Female,0,0,NA,0,1,1,3,0
Illinois,1954,Female,1,0,1,0,4,2,3,0
Connecticut,1949,Female,1,1,1,0,3,1,3,0
California,1957,Female,0,0,1,NA,4,2,2,0
Minnesota,1959,Male,0,0,1,0,4,3,3,1
Arizona,1949,Male,NA,0,1,0,4,2,3,0
California,1972,Female,1,0,NA,1,1,1,2,0
New Hampshire,1960,Male,0,0,1,0,2,2,4,1
Pennsylvania,1946,Female,1,0,NA,1,1,1,3,1
Illinois,1968,Male,1,1,0,1,1,1,1,0
New Jersey,1961,Male,1,NA,0,0,2,1,2,0
New York,1940,Male,0,1,1,0,3,2,4,1
Alaska,1953,Male,1,0,0,0,2,2,4,1
Michigan,1937,Male,NA,0,1,0,3,2,4,1
New Jersey,1949,Male,1,1,1,0,1,2,4,0
Massachusetts,1946,Male,0,0,1,0,4,2,4,1
Not Asked,1979,Female,0,1,0,1,1,1,1,0
Ohio,1952,Male,1,1,1,1,1,1,2,1
Alabama,1939,Female,1,1,1,0,1,3,2,1
Massachusetts,1956,Female,0,0,NA,0,2,1,1,0
North Carolina,1948,Male,0,0,1,1,3,2,2,1
Ohio,1963,Male,0,0,1,0,4,2,4,1
Colorado,1956,Male,1,1,NA,1,1,1,1,0
Missouri,1961,Male,0,0,1,0,4,3,1,1
New Jersey,1968,Female,1,NA,NA,1,1,3,1,0
California,1968,Male,0,0,1,0,4,2,4,0
New York,1962,Female,NA,1,1,1,3,1,1,0
Virginia,1960,Female,NA,1,1,0,1,1,1,0
New Jersey,1936,Male,0,0,1,0,4,2,1,0
Indiana,1952,Male,NA,0,0,0,4,2,2,1
Ohio,1965,Female,NA,NA,1,0,2,1,2,1
Pennsylvania,1949,Male,0,0,1,0,4,2,4,1
Ohio,1959,Male,0,0,1,0,4,2,1,1
Massachusetts,1957,Male,NA,1,1,0,3,2,4,1
Ohio,1948,Male,0,0,1,0,2,2,2,1
Minnesota,1938,Male,0,0,1,1,1,1,2,1
Pennsylvania,1963,Female,0,0,1,0,4,2,NA,NA
North Dakota,1932,Male,0,0,1,0,3,2,4,NA
Ohio,1937,Male,0,0,1,0,2,2,4,1
California,1944,Female,1,1,1,1,1,1,2,0
New York,1946,Female,0,1,1,0,2,2,2,1
California,1953,Female,0,1,1,0,2,1,1,0
Massachusetts,1961,Male,0,0,1,0,4,2,2,0
Wisconsin,1967,Male,0,0,0,0,3,2,2,1
Not Asked,1962,Male,0,NA,1,1,1,1,1,1
Ohio,1945,Female,0,0,1,0,3,2,4,0
Wisconsin,1965,Female,NA,1,1,0,2,2,2,0
Kansas,1968,Female,1,1,0,1,1,1,1,0
Florida,1991,Female,1,1,NA,1,1,3,1,0
Missouri,1986,Female,1,1,1,1,2,1,1,0
Washington,1957,Male,0,0,1,0,2,1,2,1
Massachusetts,1965,Female,1,1,0,1,1,1,1,0
Minnesota,1946,Male,0,1,1,0,3,2,4,1
Colorado,1965,Male,1,NA,1,0,3,2,4,1
New York,1967,Male,1,NA,0,1,2,1,2,0
Ohio,1951,Female,1,1,NA,0,1,1,1,0
Michigan,1932,Female,1,1,0,1,1,1,1,0
Illinois,1962,Female,1,1,1,1,1,1,2,0
Missouri,1956,Female,1,NA,0,1,1,1,3,0
Michigan,1963,Male,1,0,1,1,5,1,1,1
California,1950,Female,0,1,1,1,1,1,1,0
Alabama,1955,Female,1,1,1,1,1,1,2,1
Not Asked,1954,Female,0,NA,1,0,1,1,2,1
New York,1950,Female,NA,NA,NA,NA,4,3,3,0
Florida,1962,Male,0,0,1,0,4,2,4,1
Michigan,1961,Female,1,1,1,0,5,1,2,1
New York,1950,Male,NA,NA,1,0,1,1,3,0
New York,1991,Female,1,1,0,1,1,1,2,0
Minnesota,1948,Male,0,0,1,0,4,2,2,0
South Carolina,1968,Male,0,0,1,0,3,2,1,1
Texas,1937,Male,0,0,1,0,4,2,4,1
Ohio,1960,Male,0,0,1,0,4,3,3,1
Virginia,1974,Male,0,0,1,0,4,3,NA,NA
Louisiana,1954,Female,0,0,1,0,4,2,4,1
Iowa,1948,Male,0,0,1,0,3,1,2,1
Tennessee,1950,Male,0,0,1,NA,3,3,2,NA
Wisconsin,1986,Male,1,0,0,0,3,2,2,0
Alabama,1957,Female,NA,0,1,0,3,2,2,1
Georgia,1960,Female,0,1,NA,NA,1,1,NA,1
North Carolina,1962,Female,0,1,1,0,5,1,4,1
Wisconsin,1978,Female,1,1,0,1,1,1,1,1
New York,1936,Male,0,NA,0,1,4,1,4,1
Michigan,1954,Female,NA,1,1,1,2,1,2,0
Arizona,1959,Male,0,0,1,0,4,2,2,1
Pennsylvania,1963,Male,0,0,1,0,2,2,4,1
Alabama,1944,Male,1,1,NA,1,1,3,3,1
Pennsylvania,1951,Male,0,1,1,1,1,1,1,0
West Virginia,1954,Male,0,1,1,1,1,1,2,1
New Jersey,1962,Female,1,1,1,1,2,1,2,0
Illinois,1965,Female,NA,1,NA,NA,5,3,NA,NA
Washington,1949,Male,1,0,1,0,3,2,4,1
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1982,Female,1,1,NA,1,5,1,1,0
Maine,1940,Male,1,1,1,0,4,3,2,1
New York,1933,Female,1,0,0,1,2,1,2,0
Missouri,1952,Female,NA,NA,1,0,4,3,4,1
Wisconsin,1966,Male,0,0,NA,0,4,1,2,1
Indiana,9998,Male,1,0,0,0,2,1,2,0
Indiana,1957,Male,0,NA,1,0,2,2,2,1
New York,1957,Female,1,1,0,1,1,1,2,0
New York,1942,Female,1,1,NA,1,1,1,2,0
Florida,1949,Female,1,1,0,0,1,2,2,0
Not Asked,1944,Male,0,0,0,0,4,1,2,0
Indiana,1954,Female,NA,1,0,0,2,3,1,1
Minnesota,1948,Female,1,1,0,1,1,3,2,1
New Jersey,1953,Male,0,1,1,0,3,1,4,1
Alabama,1961,Male,1,0,1,1,1,1,2,1
Kansas,1983,Female,1,1,0,1,1,1,1,0
Illinois,1950,Female,0,0,NA,0,2,1,2,1
Pennsylvania,1959,Female,NA,NA,1,0,3,1,3,0
Colorado,1960,Male,0,0,1,0,3,2,4,1
Florida,1975,Female,1,1,NA,1,1,1,1,0
Wisconsin,1964,Male,NA,0,1,1,1,1,3,1
California,1977,Female,0,0,0,1,1,1,2,1
Tennessee,1955,Female,0,NA,1,1,1,1,3,1
New York,1957,Female,1,1,0,1,2,1,3,0
Illinois,1961,Male,0,NA,1,0,4,2,4,1
New York,1981,Male,1,1,0,0,2,2,NA,0
Colorado,1953,Male,0,0,1,0,2,2,3,0
Michigan,1958,Female,1,1,NA,1,1,1,2,0
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1990,Female,0,1,1,0,1,1,NA,0
New York,1957,Female,0,0,1,0,4,2,2,1
Georgia,1958,Female,NA,0,0,0,2,1,2,0
New York,1955,Female,NA,NA,1,NA,1,1,1,1
Florida,1990,Male,1,1,0,1,1,1,2,0
Florida,1965,Male,NA,0,NA,0,3,2,1,1
Arizona,1971,Female,0,1,1,1,1,1,1,0
Massachusetts,1962,Male,1,1,0,1,1,1,1,0
Not Asked,1976,Female,1,1,0,1,1,1,2,0
California,1931,Female,1,0,1,0,2,2,2,0
California,1987,Male,NA,1,1,1,2,1,2,0
Nebraska,1986,Female,1,1,0,1,1,1,1,0
New Hampshire,1963,Female,0,1,0,1,1,1,1,0
California,1976,Female,0,1,1,0,4,2,2,0
Iowa,1954,Female,NA,0,1,1,3,2,2,0
North Carolina,1971,Female,NA,NA,1,NA,1,1,2,0
Minnesota,1971,Male,0,NA,1,0,2,2,2,1
Arizona,1988,Female,NA,NA,0,NA,1,1,1,1
Illinois,1950,Female,0,0,0,1,2,1,2,0
Not Asked,1964,Male,1,1,1,1,1,1,1,0
Alabama,1973,Female,0,0,1,0,5,1,2,0
Michigan,1953,Female,NA,NA,1,1,2,1,3,0
Massachusetts,1966,Female,1,1,1,NA,1,1,NA,1
California,1966,Male,0,0,1,0,4,1,2,0
Not Asked,1935,Female,1,1,NA,0,1,1,4,0
New York,1960,Female,NA,NA,NA,NA,2,3,2,0
Florida,1962,Female,1,1,0,1,1,1,2,1
Alabama,1970,Male,0,0,1,0,3,2,2,1
Georgia,1957,Female,NA,0,0,NA,2,1,2,0
